ex,calculated_value,true_value

poset10-4a,
poset18-4a,
calculated : 427998,
      true : 427998

poset18-4b,
calculated : 16370420,
      true : 16370420

poset18-4c,
calculated : 17471078,
      true : 17471078

poset18-4d,
calculated : 3944424,
      true : 3944424

poset18-4e,
calculated : 2571720,
      true : 2571720

poset18-4f,
calculated : 3663532,
      true : 3663532

poset18-4g,
calculated : 2842662,
      true : 2842662

poset18-4h,
calculated : 4705201,
      true : 4705201

poset18-4i,
calculated : 17149960,
      true : 17149960

poset18-4j,
calculated : 726430,
      true : 726430

poset18-6a,
calculated : 229764012,
      true : 229764012

poset18-6b,
calculated : 312153020,
      true : 312153020

poset18-6c,
calculated : 430848372,
      true : 430848372

poset18-6d,
calculated : 3348322302,
      true : 3348322302

poset18-6e,
calculated : 703743660,
      true : 703743660

poset18-6f,
calculated : 164685326,
      true : 164685326

poset18-6g,
calculated : 251090685,
      true : 251090685

poset18-6h,
calculated : 35678604,
      true : 35678604

poset18-6i,
calculated : 1068066576,
      true : 1068066576

poset18-6j,
calculated : 1521364158,
      true : 1521364158

poset18-8a,
calculated : 24747615360,
      true : 24747615360

poset18-8b,
calculated : 234984391488,
      true : 234984391488

poset18-8c,
calculated : 78110343360,
      true : 78110343360

poset18-8d,
calculated : 8633999304,
      true : 8633999304

poset18-8e,
calculated : 102115039338,
      true : 102115039338

poset18-8f,
calculated : 16228051812,
      true : 16228051812

poset18-8g,
calculated : 63006862374,
      true : 63006862374

poset18-8h,
calculated : 18730568448,
      true : 18730568448

poset18-8i,
calculated : 22096649664,
      true : 22096649664

poset18-8j,
calculated : 56174898528,
      true : 56174898528

poset22-10a,
calculated : 470276713621792,
      true : 470276713621792

poset22-10b,
calculated : 103914528928056,
      true : 103914528928056

poset22-10c,
calculated : 377763237985716,
      true : 377763237985716

poset22-10d,
calculated : 48788319215662,
      true : 48788319215662

poset22-10e,
calculated : 72863352543960,
      true : 72863352543960

poset22-10f,
calculated : 180741345933856,
      true : 180741345933856

poset22-10g,
calculated : 39170789316120,
      true : 39170789316120

poset22-10h,
calculated : 18895538135232,
      true : 18895538135232

poset22-10i,
calculated : 213268530871890,
      true : 213268530871890

poset22-10j,
calculated : 84382922522646,
      true : 84382922522646

poset22-4a,
calculated : 4354368,
      true : 4354368

poset22-4b,
calculated : 61053356,
      true : 61053356

poset22-4c,
calculated : 202860,
      true : 202860

poset22-4d,
calculated : 105288250,
      true : 105288250

poset22-4e,
calculated : 70768494,
      true : 70768494

poset22-4f,
calculated : 40080441,
      true : 40080441

poset22-4g,
calculated : 9261420,
      true : 9261420

poset22-4h,
calculated : 24393680,
      true : 24393680

poset22-4i,
calculated : 28459166,
      true : 28459166

poset22-4j,
calculated : 5487543,
      true : 5487543

poset22-6a,
calculated : 373014778496,
      true : 373014778496

poset22-6b,
calculated : 105377421916,
      true : 105377421916

poset22-6c,
calculated : 178249922640,
      true : 178249922640

poset22-6d,
calculated : 6686206418,
      true : 6686206418

poset22-6e,
calculated : 36713234838,
      true : 36713234838

poset22-6f,
calculated : 30195038032,
      true : 30195038032

poset22-6g,
calculated : 161551613642,
      true : 161551613642

poset22-6h,
calculated : 59212119966,
      true : 59212119966

poset22-6i,
calculated : 28340662596,
      true : 28340662596

poset22-6j,
calculated : 18967237166,
      true : 18967237166

poset22-8a,
calculated : 3827116143422,
      true : 3827116143422

poset22-8b,
calculated : 2572446186820,
      true : 2572446186820

poset22-8c,
calculated : 3721073044334,
      true : 3721073044334

poset22-8d,
calculated : 21491823780,
      true : 21491823780

poset22-8e,
calculated : 17387226673672,
      true : 17387226673672

poset22-8f,
calculated : 871553358984,
      true : 871553358984

poset22-8g,
calculated : 1538149030572,
      true : 1538149030572

poset22-8h,
calculated : 2785367193208,
      true : 2785367193208

poset22-8i,
calculated : 3558491999680,
      true : 3558491999680

poset22-8j,
calculated : 5202436696482,
      true : 5202436696482

poset26-10a,
calculated : 71442927261641000,
      true : 71442927261641000

poset26-10c,
calculated : 400390237438048,
      true : 400390237438048

poset26-10d,
calculated : 915783116676764,
      true : 915783116676764

poset26-10f,
calculated : 7789705996698080,
      true : 7789705996698080

poset26-10g,
calculated : 245092632348362,
      true : 245092632348362

poset26-10h,
calculated : 365756634051168,
      true : 365756634051168

poset26-10i,
calculated : 959068157992468,
      true : 959068157992468

poset26-4a,
calculated : 5027586016,
      true : 5027586016

poset26-4b,
calculated : 192937716,
      true : 192937716

poset26-4c,
calculated : 1623284724,
      true : 1623284724

poset26-4d,
calculated : 383117122,
      true : 383117122

poset26-4e,
calculated : 7536060,
      true : 7536060

poset26-4f,
calculated : 45968140,
      true : 45968140

poset26-4g,
calculated : 4727173643,
      true : 4727173643

poset26-4h,
calculated : 157788704,
      true : 157788704

poset26-4i,
calculated : 246024216,
      true : 246024216

poset26-4j,
calculated : 17625766189,
      true : 17625766189

poset26-6a,
calculated : 1468032715653,
      true : 1468032715653

poset26-6b,
calculated : 8516112523355,
      true : 8516112523355

poset26-6c,
calculated : 2436220650681,
      true : 2436220650681

poset26-6d,
calculated : 479895527172,
      true : 479895527172

poset26-6e,
calculated : 200578522120,
      true : 200578522120

poset26-6f,
calculated : 5441057538262,
      true : 5441057538262

poset26-6g,
calculated : 618710764924,
      true : 618710764924

poset26-6h,
calculated : 111143548890,
      true : 111143548890

poset26-6i,
calculated : 13345674180,
      true : 13345674180

poset26-6j,
calculated : 174035874090,
      true : 174035874090

poset26-8a,
calculated : 15601389446800,
      true : 15601389446800

poset26-8b,
calculated : 2195913690336,
      true : 2195913690336

poset26-8c,
calculated : 5079655916452,
      true : 5079655916452

poset26-8d,
calculated : 3792475462250,
      true : 3792475462250

poset26-8e,
calculated : 1903720800162,
      true : 1903720800162

poset26-8f,
calculated : 46825463717440,
      true : 46825463717440

poset26-8g,
calculated : 529771863996,
      true : 529771863996

poset26-8h,
calculated : 7273276289940,
      true : 7273276289940

poset26-8i,
calculated : 840855352102,
      true : 840855352102

poset26-8j,
calculated : 38700987528034,
      true : 38700987528034

poset30-4a,
calculated : 41605488,
      true : 41605488

poset30-4b,
calculated : 12012774390,
      true : 12012774390

poset30-4c,
calculated : 22840199949,
      true : 22840199949

poset30-4d,
calculated : 1938339394,
      true : 1938339394

poset30-4e,
calculated : 12557286180,
      true : 12557286180

poset30-4f,
calculated : 507504486,
      true : 507504486

poset30-4g,
calculated : 233076312,
      true : 233076312

poset30-4h,
calculated : 1281428588,
      true : 1281428588

poset30-4i,
calculated : 497333232,
      true : 497333232

poset30-4j,
calculated : 20396670388,
      true : 20396670388

poset30-6a,
calculated : 13491196511360,
      true : 13491196511360

poset30-6b,
calculated : 34967693975760,
      true : 34967693975760

poset30-6c,
calculated : 5025479392188,
      true : 5025479392188

poset30-6d,
calculated : 572399446446,
      true : 572399446446

poset30-6e,
calculated : 902272789449,
      true : 902272789449

poset30-6f,
calculated : 1582766356092,
      true : 1582766356092

poset30-6g,
calculated : 4490863134408,
      true : 4490863134408

poset30-6h,
calculated : 1387384726464,
      true : 1387384726464

poset30-6i,
calculated : 34038489241761,
      true : 34038489241761

poset30-8a,
calculated : 47446973196099800,
      true : 47446973196099800

poset30-8b,
calculated : 910183993162544,
      true : 910183993162544

poset30-8e,
calculated : 397756611919788,
      true : 397756611919788

poset30-8f,
calculated : 704641817996189,
      true : 704641817996189

poset30-8j,
calculated : 4426273794786360,
      true : 4426273794786360
